gene_id	ont_name
3315	myopathy
3315	autosomal dominant distal hereditary motor neuropathy
3315	spinal cord disorder
3315	central nervous system disorder
3315	motor neuron disorder
3514	inborn errors of immunity
3514	immune system disorder
3514	immunodeficiency predominantly affecting antibody production
3514	immune deficiency disease
3514	Mendelian disease
3514	disease or disorder
3514	primary immunodeficiency due to a defect in adaptive immunity
3295	gonadal disorder
3295	genetic endocrine growth disease
3295	anomaly of puberty or/and menstrual cycle of genetic origin
3295	hearing loss disorder
3295	mitochondrial oxidative phosphorylation disorder
3295	genetic infertility
3295	autosomal genetic disease
3295	inborn errors of metabolism
3295	infertility disorder
3295	developmental anomaly of metabolic origin
3295	disorder of development or morphogenesis
3295	nervous system disorder
3295	genetic nervous system disorder
3295	developmental defect during embryogenesis
3295	inherited auditory system disease
3295	reproductive system disorder
3295	hearing disorder
3295	disease or disorder
3295	syndromic disease
3295	inborn disorder of energy metabolism
3295	female reproductive system disorder
3295	endocrine system disorder
3295	metabolic disease
3295	ovarian disorder
3295	female infertility
3295	anomaly of puberty or/and menstrual cycle
3295	Mendelian disease
3295	inherited primary ovarian failure
3295	primary ovarian failure
3295	disorder of genitourinary system
3295	perceptual disorders
3295	auditory system disorder
3295	syndromic genetic hearing loss
3295	mitochondrial disease
3295	autosomal recessive disease
3295	inborn mitochondrial metabolism disorder
3295	epilepsy
3295	brain disorder
3295	metabolic epilepsy
3295	central nervous system disorder
3295	peroxisomal single enzyme/protein defect
3295	peroxisomal disease
3295	disorder of peroxisomal beta oxidation
220296	leukoencephalopathy, megalencephalic
220296	Mendelian disease
220296	central nervous system disorder
220296	disease or disorder
220296	nervous system disorder
220296	brain disorder
220296	leukodystrophy
220296	genetic nervous system disorder
220296	neurodegenerative disease
220296	inherited neurodegenerative disorder
220296	autosomal dominant disease
220296	autosomal genetic disease
220296	disorder of development or morphogenesis
153562	prelingual non-syndromic genetic hearing loss
153562	inherited auditory system disease
153562	nonsyndromic genetic hearing loss
153562	hearing loss disorder
153562	Mendelian disease
153562	postlingual non-syndromic genetic hearing loss
153562	hearing disorder
153562	disease or disorder
153562	autosomal genetic disease
153562	perceptual disorders
153562	auditory system disorder
153562	nervous system disorder
153562	autosomal recessive disease
153562	genetic nervous system disorder
133686	inherited lipid metabolism disorder
133686	inborn errors of metabolism
133686	metabolic disease
133686	Mendelian disease
133686	genetic nervous system disorder
133686	central nervous system disorder
133686	disease or disorder
133686	neurometabolic disease
133686	brain disorder
133686	nervous system disorder
133686	leukodystrophy
133686	disorder of phospholipids, sphingolipids and fatty acids biosynthesis
133686	neurodegenerative disease
133686	inherited neurodegenerative disorder
131669	inherited amino acid metabolic disorder
131669	cerebral organic aciduria
131669	amino acid metabolism disease
131669	disease or disorder
131669	neurometabolic disease
131669	brain disorder
131669	inborn disorder of histidine metabolism
131669	inborn errors of metabolism
131669	metabolic disease
131669	histidine metabolism disease
131669	disorder of organic acid metabolism
131669	inborn disorder of amino acid and other organic acid metabolism
131669	Mendelian disease
131669	inherited organic acidemia
131669	central nervous system disorder
131669	nervous system disorder
131669	genetic nervous system disorder
3543	inborn errors of immunity
3543	B cell deficiency
3543	immune system disorder
3543	immunodeficiency predominantly affecting antibody production
3543	immune deficiency disease
3543	hematologic disorder
3543	Mendelian disease
3543	disease or disorder
3543	leukocyte disorder
3543	primary immunodeficiency due to a defect in adaptive immunity
3543	immunodeficiency disease
3543	agammaglobulinemia
3543	isolated agammaglobulinemia
130557	retinal degeneration
130557	face disorder
130557	disease or disorder
130557	eye disorder
130557	vision disorder
130557	vitreous body disorder
130557	Mendelian disease
130557	disorder of orbital region
130557	perceptual disorders
130557	inherited retinal dystrophy
130557	retinal disorder
130557	head disorder
130557	nervous system disorder
130557	disorder of visual system
130557	inherited vitreous-retinal disease
130557	genetic nervous system disorder
219844	autosomal recessive congenital cerebellar ataxia
219844	developmental defect during embryogenesis
219844	ciliopathy
219844	disease or disorder
219844	autosomal genetic disease
219844	syndromic disease
219844	cerebellar ataxia
219844	atactic disorder
219844	brain disorder
219844	autosomal recessive cerebellar ataxia
219844	movement disorder
219844	central nervous system malformation
219844	malformation of the cerebellar vermis
219844	Mendelian disease
219844	central nervous system disorder
219844	hereditary ataxia
219844	posterior fossa malformation
219844	disorder of development or morphogenesis
219844	hereditary cerebellar ataxia
219844	nervous system disorder
219844	Joubert syndrome and related disorders
219844	autosomal recessive disease
219844	genetic nervous system disorder
219844	cerebellar disorder
219844	cerebellar malformation
219844	orofacial clefting syndrome
219844	genetic otorhinolaryngologic disease
219844	otorhinolaryngologic disease
118813	palsy
118813	hereditary spastic paraplegia
118813	Mendelian disease
118813	genetic nervous system disorder
118813	central nervous system disorder
118813	disease or disorder
118813	nervous system disorder
118813	paraplegia
118813	neurodegenerative disease
118813	inherited neurodegenerative disorder
199221	male reproductive system disorder
199221	reproductive system disorder
199221	kidney disorder
199221	genetic infertility
199221	urinary system disorder
199221	disease or disorder
199221	autosomal genetic disease
199221	familial cystic renal disease
199221	polycystic kidney disease
199221	Mendelian disease
199221	cystic kidney disease
199221	disorder of genitourinary system
199221	infertility disorder
199221	autosomal recessive disease
199221	male infertility
125336	prelingual non-syndromic genetic hearing loss
125336	inherited auditory system disease
125336	nonsyndromic genetic hearing loss
125336	hearing loss disorder
125336	Mendelian disease
125336	postlingual non-syndromic genetic hearing loss
125336	hearing disorder
125336	disease or disorder
125336	autosomal genetic disease
125336	perceptual disorders
125336	auditory system disorder
125336	nervous system disorder
125336	autosomal recessive disease
125336	genetic nervous system disorder
138050	retinal degeneration
138050	face disorder
138050	disease or disorder
138050	eye disorder
138050	vision disorder
138050	vitreous body disorder
138050	Mendelian disease
138050	disorder of orbital region
138050	perceptual disorders
138050	inherited retinal dystrophy
138050	retinal disorder
138050	head disorder
138050	nervous system disorder
138050	disorder of visual system
138050	inherited vitreous-retinal disease
138050	genetic nervous system disorder
138050	developmental defect during embryogenesis
138050	lysosomal storage disease
138050	musculoskeletal system disorder
138050	skeletal system disorder
138050	syndromic disease
138050	neurometabolic disease
138050	mucopolysaccharidosis type 3
138050	brain disorder
138050	inborn carbohydrate metabolic disorder
138050	inborn errors of metabolism
138050	metabolic disease
138050	carbohydrate metabolism disease
138050	central nervous system disorder
138050	mucopolysaccharidosis
138050	mucopolysaccharidosis or mucopolysaccharidosis-like disorder
138050	developmental anomaly of metabolic origin
138050	disorder of development or morphogenesis
138050	bone disorder
220136	visceral heterotaxy
220136	congenital anomaly of cardiovascular system
220136	cardiovascular disorder
220136	Mendelian disease
220136	genetic cardiac anomaly
220136	heart position anomaly
220136	disease or disorder
220136	syndromic disease
220136	disorder of development or morphogenesis
220136	congenital heart malformation
285175	developmental defect during embryogenesis
285175	syndromic intellectual disability
285175	mental disorder
285175	congenital nervous system disorder
285175	developmental disorder of mental health
285175	genetic multiple congenital anomalies/dysmorphic syndrome
285175	disease or disorder
285175	syndromic disease
285175	hypotonia, infantile, with psychomotor retardation and characteristic facies
285175	brain disorder
285175	neurodegenerative disease
285175	intellectual disability
285175	inherited neurodegenerative disorder
285175	multiple congenital anomalies/dysmorphic syndrome
285175	Mendelian disease
285175	psychiatric disorder
285175	central nervous system disorder
285175	disorder of development or morphogenesis
285175	nervous system disorder
285175	genetic nervous system disorder
285175	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
285175	NA
285489	fetal akinesia deformation sequence
285489	respiratory system disorder
285489	developmental defect during embryogenesis
285489	genetic multiple congenital anomalies/dysmorphic syndrome
285489	disease or disorder
285489	syndromic disease
285489	syndromic respiratory or mediastinal malformation
285489	congenital limb malformation
285489	multiple congenital anomalies/dysmorphic syndrome
285489	respiratory or thoracic malformation
285489	Mendelian disease
285489	respiratory or mediastinal malformation
285489	thoracic malformation
285489	arthrogryposis syndrome
285489	disorder of development or morphogenesis
285489	arthrogryposis multiplex congenita
285489	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
285489	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability
285489	synaptopathy
285489	congenital nervous system disorder
285489	face disorder
285489	eyelid disorder
285489	neuromuscular disease
285489	eye disorder
285489	eyelids malposition disorder
285489	eye adnexa disorder
285489	congenital myasthenic syndrome
285489	disorder of orbital region
285489	head disorder
285489	nervous system disorder
285489	disorder of visual system
285489	genetic nervous system disorder
285489	neuromuscular junction disease
93233	respiratory system disorder
93233	ciliopathy
93233	Mendelian disease
93233	disease or disorder
93233	syndromic disease
339855	disease or disorder
339855	autosomal genetic disease
339855	complex hereditary spastic paraplegia
339855	syndromic disease
339855	paraplegia
339855	neurodegenerative disease
339855	inherited neurodegenerative disorder
339855	autosomal recessive complex spastic paraplegia
339855	palsy
339855	hereditary spastic paraplegia
339855	Mendelian disease
339855	central nervous system disorder
