go_id	go_name	gene_count
GO:0120033	negative regulation of plasma membrane bounded cell projection assembly	18
GO:1900028	negative regulation of ruffle assembly	3
GO:0043277	apoptotic cell clearance	15
GO:0038027	apolipoprotein A-I-mediated signaling pathway	5
GO:0045715	NA	3
GO:0002762	negative regulation of myeloid leukocyte differentiation	21
GO:1903707	negative regulation of hemopoiesis	40
GO:1902106	negative regulation of leukocyte differentiation	37
GO:0016540	protein autoprocessing	9
GO:0039654	fusion of virus membrane with host endosome membrane	1
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	23
GO:1901099	negative regulation of signal transduction in absence of ligand	17
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	17
GO:0048646	anatomical structure formation involved in morphogenesis	181
GO:0035295	tube development	161
GO:0001944	vasculature development	115
GO:0001568	blood vessel development	104
GO:0035239	tube morphogenesis	129
GO:0048514	blood vessel morphogenesis	95
GO:0001525	angiogenesis	78
GO:0045577	regulation of B cell differentiation	8
GO:0045578	negative regulation of B cell differentiation	3
GO:0008589	regulation of smoothened signaling pathway	20
GO:0045880	positive regulation of smoothened signaling pathway	6
GO:0009950	dorsal/ventral axis specification	3
GO:2000269	regulation of fibroblast apoptotic process	9
GO:2000271	positive regulation of fibroblast apoptotic process	7
GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	6
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	29
GO:1903121	regulation of TRAIL-activated apoptotic signaling pathway	6
GO:1903984	positive regulation of TRAIL-activated apoptotic signaling pathway	3
GO:0035668	TRAM-dependent toll-like receptor signaling pathway	2
GO:0035669	TRAM-dependent toll-like receptor 4 signaling pathway	2
GO:0110112	regulation of lipid transporter activity	4
GO:0060694	regulation of cholesterol transporter activity	2
GO:0070327	thyroid hormone transport	7
GO:0015802	basic amino acid transport	11
GO:1990822	basic amino acid transmembrane transport	7
GO:0097638	L-arginine import across plasma membrane	3
GO:1902023	L-arginine transport	4
GO:1903400	L-arginine transmembrane transport	4
GO:0015809	arginine transport	7
GO:1903826	arginine transmembrane transport	5
GO:0098656	anion transmembrane transport	94
GO:1903825	organic acid transmembrane transport	62
GO:1905039	carboxylic acid transmembrane transport	61
GO:0006865	amino acid transport	77
GO:0015849	organic acid transport	163
GO:0046942	carboxylic acid transport	162
GO:0015807	L-amino acid transport	26
GO:1902475	L-alpha-amino acid transmembrane transport	21
GO:0003333	amino acid transmembrane transport	35
GO:0043090	amino acid import	24
GO:0089718	amino acid import across plasma membrane	22
GO:0002838	negative regulation of immune response to tumor cell	1
GO:0002859	negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	1
GO:0002835	negative regulation of response to tumor cell	1
GO:0002856	negative regulation of natural killer cell mediated immune response to tumor cell	1
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	18
GO:0050860	negative regulation of T cell receptor signaling pathway	12
GO:0050854	regulation of antigen receptor-mediated signaling pathway	40
GO:0050856	regulation of T cell receptor signaling pathway	22
GO:1905184	positive regulation of protein serine/threonine phosphatase activity	2
GO:0002638	negative regulation of immunoglobulin production	1
GO:0035332	positive regulation of hippo signaling	1
GO:0043335	protein unfolding	1
GO:0150073	regulation of protein-glutamine gamma-glutamyltransferase activity	2
GO:0150074	positive regulation of protein-glutamine gamma-glutamyltransferase activity	2
GO:0150070	regulation of arginase activity	1
GO:0150072	positive regulation of arginase activity	1
GO:0015701	bicarbonate transport	34
GO:0010839	negative regulation of keratinocyte proliferation	9
GO:0010469	regulation of signaling receptor activity	73
GO:0048511	rhythmic process	36
GO:0007623	circadian rhythm	31
GO:0000050	urea cycle	10
GO:0019627	urea metabolic process	11
GO:0071941	nitrogen cycle metabolic process	11
GO:0009084	glutamine family amino acid biosynthetic process	9
GO:0000052	citrulline metabolic process	5
GO:0072350	tricarboxylic acid metabolic process	5
GO:0046629	gamma-delta T cell activation	2
GO:0010635	regulation of mitochondrial fusion	11
GO:0010637	negative regulation of mitochondrial fusion	7
GO:0035694	mitochondrial protein catabolic process	5
GO:1990144	intrinsic apoptotic signaling pathway in response to hypoxia	1
GO:0008626	granzyme-mediated apoptotic signaling pathway	4
GO:0140507	granzyme-mediated programmed cell death signaling pathway	4
GO:0045616	regulation of keratinocyte differentiation	28
GO:0045604	regulation of epidermal cell differentiation	33
GO:0045682	regulation of epidermis development	33
GO:0045618	positive regulation of keratinocyte differentiation	14
GO:0045606	positive regulation of epidermal cell differentiation	17
GO:0045684	positive regulation of epidermis development	17
GO:0030856	regulation of epithelial cell differentiation	73
GO:0030858	positive regulation of epithelial cell differentiation	34
GO:2000458	regulation of astrocyte chemotaxis	2
GO:2000464	positive regulation of astrocyte chemotaxis	1
GO:0016561	protein import into peroxisome matrix, translocation	2
GO:1901184	regulation of ERBB signaling pathway	70
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	66
GO:1901185	negative regulation of ERBB signaling pathway	43
GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	39
GO:0045820	negative regulation of glycolytic process	6
GO:1903579	negative regulation of ATP metabolic process	12
GO:0045980	negative regulation of nucleotide metabolic process	10
GO:1900543	negative regulation of purine nucleotide metabolic process	9
GO:0032661	regulation of interleukin-18 production	4
GO:0032701	negative regulation of interleukin-18 production	4
GO:0046149	pigment catabolic process	6
GO:0006787	porphyrin-containing compound catabolic process	6
GO:0033015	tetrapyrrole catabolic process	6
GO:0042167	heme catabolic process	6
GO:0014806	smooth muscle hyperplasia	1
GO:0006788	heme oxidation	1
GO:0014805	smooth muscle adaptation	1
GO:0014900	muscle hyperplasia	1
GO:0110026	regulation of DNA strand resection involved in replication fork processing	1
GO:0048854	brain morphogenesis	3
GO:1904693	midbrain morphogenesis	2
GO:0071887	leukocyte apoptotic process	7
GO:0070227	lymphocyte apoptotic process	4
GO:0070231	T cell apoptotic process	3
GO:0034755	iron ion transmembrane transport	4
GO:1990540	mitochondrial manganese ion transmembrane transport	1
GO:0097080	plasma membrane selenite transport	1
GO:0098711	iron ion import across plasma membrane	1
GO:0071578	zinc ion import across plasma membrane	3
GO:0006828	manganese ion transport	4
GO:0071421	manganese ion transmembrane transport	3
GO:0009650	UV protection	9
GO:0030278	regulation of ossification	42
GO:0030500	regulation of bone mineralization	34
GO:0070167	regulation of biomineral tissue development	44
GO:0110149	regulation of biomineralization	44
GO:0045778	positive regulation of ossification	24
GO:0030501	positive regulation of bone mineralization	21
GO:0070169	positive regulation of biomineral tissue development	27
GO:0110151	positive regulation of biomineralization	27
GO:0002693	positive regulation of cellular extravasation	5
GO:0035425	autocrine signaling	3
GO:0071586	CAAX-box protein processing	2
GO:0080120	CAAX-box protein maturation	2
GO:1900006	positive regulation of dendrite development	2
GO:1900104	regulation of hyaluranon cable assembly	3
GO:1900106	positive regulation of hyaluranon cable assembly	3
GO:0043542	endothelial cell migration	43
GO:0001667	ameboidal-type cell migration	63
GO:0090130	tissue migration	54
GO:0010631	epithelial cell migration	54
GO:0090132	epithelium migration	54
GO:0002040	sprouting angiogenesis	29
GO:0043534	blood vessel endothelial cell migration	19
GO:0002042	cell migration involved in sprouting angiogenesis	15
GO:0098760	response to interleukin-7	30
GO:0038111	interleukin-7-mediated signaling pathway	30
GO:0098761	cellular response to interleukin-7	30
GO:0090402	oncogene-induced cell senescence	2
GO:0031935	regulation of chromatin silencing	4
GO:0031936	negative regulation of chromatin silencing	1
GO:0046328	regulation of JNK cascade	82
GO:0070302	regulation of stress-activated protein kinase signaling cascade	123
GO:0032872	regulation of stress-activated MAPK cascade	121
GO:0046330	positive regulation of JNK cascade	51
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	76
GO:0032874	positive regulation of stress-activated MAPK cascade	74
GO:0003158	endothelium development	46
GO:0045446	endothelial cell differentiation	37
GO:0002064	epithelial cell development	43
GO:0001885	endothelial cell development	29
GO:0061028	establishment of endothelial barrier	26
GO:0050663	cytokine secretion	7
GO:0002374	cytokine secretion involved in immune response	2
GO:0032494	response to peptidoglycan	4
GO:0032498	detection of muramyl dipeptide	1
GO:0032499	detection of peptidoglycan	1
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	28
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	32
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	16
GO:0048630	skeletal muscle tissue growth	2
GO:0019226	transmission of nerve impulse	5
GO:0019228	neuronal action potential	5
GO:0032495	response to muramyl dipeptide	12
GO:0071225	cellular response to muramyl dipeptide	9
GO:0097323	B cell adhesion	2
GO:0032633	interleukin-4 production	1
GO:0006560	proline metabolic process	8
GO:0006562	proline catabolic process	4
GO:0042219	cellular modified amino acid catabolic process	9
GO:0019470	4-hydroxyproline catabolic process	4
GO:0019471	4-hydroxyproline metabolic process	4
GO:0097112	gamma-aminobutyric acid receptor clustering	1
GO:0001941	postsynaptic membrane organization	4
GO:0072578	neurotransmitter-gated ion channel clustering	3
GO:2000508	regulation of dendritic cell chemotaxis	6
GO:2000510	positive regulation of dendritic cell chemotaxis	6
GO:0003400	regulation of COPII vesicle coating	1
GO:0060563	neuroepithelial cell differentiation	3
GO:0061101	neuroendocrine cell differentiation	2
GO:0033140	negative regulation of peptidyl-serine phosphorylation of STAT protein	1
GO:0000075	cell cycle checkpoint	148
GO:0007093	mitotic cell cycle checkpoint	116
GO:0044774	mitotic DNA integrity checkpoint	80
GO:0044773	mitotic DNA damage checkpoint	78
GO:0031570	DNA integrity checkpoint	115
GO:0000077	DNA damage checkpoint	109
GO:0044783	G1 DNA damage checkpoint	61
GO:0031571	mitotic G1 DNA damage checkpoint	60
GO:0044819	mitotic G1/S transition checkpoint	60
GO:0072422	signal transduction involved in DNA damage checkpoint	68
GO:0072395	signal transduction involved in cell cycle checkpoint	68
GO:0072401	signal transduction involved in DNA integrity checkpoint	68
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	54
GO:0072431	signal transduction involved in mitotic G1 DNA damage checkpoint	55
GO:0072413	signal transduction involved in mitotic cell cycle checkpoint	55
GO:1902403	signal transduction involved in mitotic DNA integrity checkpoint	55
GO:1902400	intracellular signal transduction involved in G1 DNA damage checkpoint	55
GO:1902402	signal transduction involved in mitotic DNA damage checkpoint	55
GO:0071156	regulation of cell cycle arrest	90
GO:0071158	positive regulation of cell cycle arrest	69
GO:0072331	signal transduction by p53 class mediator	95
GO:0042770	signal transduction in response to DNA damage	90
GO:0030330	DNA damage response, signal transduction by p53 class mediator	70
GO:0071163	DNA replication preinitiation complex assembly	2
GO:0035561	regulation of chromatin binding	10
GO:0035563	positive regulation of chromatin binding	7
GO:0009264	deoxyribonucleotide catabolic process	14
