go_id	go_name
GO:0030261	chromosome condensation
GO:0030834	regulation of actin filament depolymerization
GO:0030865	cortical cytoskeleton organization
GO:0030890	positive regulation of B cell proliferation
GO:0031279	regulation of cyclase activity
GO:0031498	chromatin disassembly
GO:0031929	TOR signaling
GO:0031954	positive regulation of protein autophosphorylation
GO:0032469	endoplasmic reticulum calcium ion homeostasis
GO:0032727	positive regulation of interferon-alpha production
GO:0032743	positive regulation of interleukin-2 production
GO:0032890	regulation of organic acid transport
GO:0032965	regulation of collagen biosynthetic process
GO:0033014	tetrapyrrole biosynthetic process
GO:0033137	negative regulation of peptidyl-serine phosphorylation
GO:0034143	regulation of toll-like receptor 4 signaling pathway
GO:0034311	diol metabolic process
GO:0042743	hydrogen peroxide metabolic process
GO:0043267	negative regulation of potassium ion transport
GO:0043631	RNA polyadenylation
GO:0043949	regulation of cAMP-mediated signaling
GO:0044818	mitotic G2/M transition checkpoint
GO:0045494	photoreceptor cell maintenance
GO:0045606	positive regulation of epidermal cell differentiation
GO:0045684	positive regulation of epidermis development
GO:0045922	negative regulation of fatty acid metabolic process
GO:0046457	prostanoid biosynthetic process
GO:0046496	nicotinamide nucleotide metabolic process
GO:0046785	microtubule polymerization
GO:0046834	lipid phosphorylation
GO:0048469	cell maturation
GO:0048515	spermatid differentiation
GO:0050685	positive regulation of mRNA processing
GO:0050686	negative regulation of mRNA processing
GO:0051131	chaperone-mediated protein complex assembly
GO:0051155	positive regulation of striated muscle cell differentiation
GO:0051156	glucose 6-phosphate metabolic process
GO:0051384	response to glucocorticoid
GO:0060390	regulation of SMAD protein signal transduction
GO:0060396	growth hormone receptor signaling pathway
GO:0060541	respiratory system development
GO:0060544	regulation of necroptotic process
GO:0060965	negative regulation of gene silencing by miRNA
GO:0061035	regulation of cartilage development
GO:0061952	midbody abscission
GO:0062098	regulation of programmed necrotic cell death
GO:0070102	interleukin-6-mediated signaling pathway
GO:0071157	negative regulation of cell cycle arrest
GO:0071378	cellular response to growth hormone stimulus
GO:0071480	cellular response to gamma radiation
GO:0072006	nephron development
GO:0086009	membrane repolarization
GO:0090022	regulation of neutrophil chemotaxis
GO:0090313	regulation of protein targeting to membrane
GO:0090343	positive regulation of cell aging
GO:0090504	epiboly
GO:0097502	mannosylation
GO:0097581	lamellipodium organization
GO:0140253	cell-cell fusion
GO:1901021	positive regulation of calcium ion transmembrane transporter activity
GO:1901068	guanosine-containing compound metabolic process
GO:1901099	negative regulation of signal transduction in absence of ligand
GO:1901880	negative regulation of protein depolymerization
GO:1901889	negative regulation of cell junction assembly
GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
GO:1903793	positive regulation of anion transport
GO:1903859	regulation of dendrite extension
GO:1904292	regulation of ERAD pathway
GO:1904659	glucose transmembrane transport
GO:1905063	regulation of vascular associated smooth muscle cell differentiation
GO:1990126	retrograde transport, endosome to plasma membrane
GO:2000242	negative regulation of reproductive process
GO:2000641	regulation of early endosome to late endosome transport
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
GO:0000272	polysaccharide catabolic process
GO:0000768	syncytium formation by plasma membrane fusion
GO:0001678	cellular glucose homeostasis
GO:0001914	regulation of T cell mediated cytotoxicity
GO:0002719	negative regulation of cytokine production involved in immune response
GO:0002820	negative regulation of adaptive immune response
GO:0002889	regulation of immunoglobulin mediated immune response
GO:0006458	'de novo' protein folding
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
GO:0006783	heme biosynthetic process
GO:0007095	mitotic G2 DNA damage checkpoint
GO:0008608	attachment of spindle microtubules to kinetochore
GO:0009065	glutamine family amino acid catabolic process
GO:0009124	nucleoside monophosphate biosynthetic process
GO:0009435	NAD biosynthetic process
GO:0010001	glial cell differentiation
GO:0010543	regulation of platelet activation
GO:0010592	positive regulation of lamellipodium assembly
GO:0010715	regulation of extracellular matrix disassembly
GO:0010765	positive regulation of sodium ion transport
GO:0010875	positive regulation of cholesterol efflux
GO:0010907	positive regulation of glucose metabolic process
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
GO:0015695	organic cation transport
GO:0015721	bile acid and bile salt transport
GO:0016358	dendrite development
GO:0016572	histone phosphorylation
GO:0018126	protein hydroxylation
GO:0018195	peptidyl-arginine modification
GO:0019359	nicotinamide nucleotide biosynthetic process
GO:0019363	pyridine nucleotide biosynthetic process
GO:0019915	lipid storage
GO:0021543	pallium development
GO:0021987	cerebral cortex development
GO:0030214	hyaluronan catabolic process
GO:0030488	tRNA methylation
GO:0030520	intracellular estrogen receptor signaling pathway
GO:0031018	endocrine pancreas development
GO:0031445	regulation of heterochromatin assembly
GO:0031579	membrane raft organization
GO:0032516	positive regulation of phosphoprotein phosphatase activity
GO:0032786	positive regulation of DNA-templated transcription, elongation
GO:0032814	regulation of natural killer cell activation
GO:0032925	regulation of activin receptor signaling pathway
GO:0032943	mononuclear cell proliferation
GO:0033198	response to ATP
GO:0033627	cell adhesion mediated by integrin
GO:0034199	activation of protein kinase A activity
GO:0034375	high-density lipoprotein particle remodeling
GO:0035088	establishment or maintenance of apical/basal cell polarity
GO:0035268	protein mannosylation
GO:0035269	protein O-linked mannosylation
GO:0035584	calcium-mediated signaling using intracellular calcium source
GO:0036149	phosphatidylinositol acyl-chain remodeling
GO:0036158	outer dynein arm assembly
GO:0042267	natural killer cell mediated cytotoxicity
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0043583	ear development
GO:0043651	linoleic acid metabolic process
GO:0043923	positive regulation by host of viral transcription
GO:0044247	cellular polysaccharide catabolic process
GO:0044319	wound healing, spreading of cells
GO:0045620	negative regulation of lymphocyte differentiation
GO:0045653	negative regulation of megakaryocyte differentiation
GO:0045661	regulation of myoblast differentiation
GO:0045821	positive regulation of glycolytic process
GO:0045920	negative regulation of exocytosis
GO:0045948	positive regulation of translational initiation
GO:0046134	pyrimidine nucleoside biosynthetic process
GO:0046599	regulation of centriole replication
GO:0046685	response to arsenic-containing substance
GO:0046885	regulation of hormone biosynthetic process
GO:0048247	lymphocyte chemotaxis
GO:0048588	developmental cell growth
GO:0048754	branching morphogenesis of an epithelial tube
GO:0050772	positive regulation of axonogenesis
GO:0050832	defense response to fungus
GO:0050879	multicellular organismal movement
GO:0050881	musculoskeletal movement
GO:0050901	leukocyte tethering or rolling
GO:0052695	cellular glucuronidation
GO:0055090	acylglycerol homeostasis
GO:0060021	roof of mouth development
GO:0061138	morphogenesis of a branching epithelium
GO:0061245	establishment or maintenance of bipolar cell polarity
GO:0061756	leukocyte adhesion to vascular endothelial cell
GO:0070328	triglyceride homeostasis
GO:0070542	response to fatty acid
GO:0071276	cellular response to cadmium ion
GO:0071539	protein localization to centrosome
GO:0080009	mRNA methylation
GO:0086012	membrane depolarization during cardiac muscle cell action potential
GO:0090322	regulation of superoxide metabolic process
GO:0090505	epiboly involved in wound healing
GO:0098534	centriole assembly
GO:0120261	regulation of heterochromatin organization
GO:0140013	meiotic nuclear division
GO:0150117	positive regulation of cell-substrate junction organization
GO:1900363	regulation of mRNA polyadenylation
GO:1901018	positive regulation of potassium ion transmembrane transporter activity
GO:1901380	negative regulation of potassium ion transmembrane transport
GO:1901550	regulation of endothelial cell development
GO:1901984	negative regulation of protein acetylation
GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator
GO:1902914	regulation of protein polyubiquitination
GO:1903140	regulation of establishment of endothelial barrier
GO:1903358	regulation of Golgi organization
GO:1903541	regulation of exosomal secretion
GO:1903861	positive regulation of dendrite extension
GO:1904355	positive regulation of telomere capping
GO:1904380	endoplasmic reticulum mannose trimming
GO:1904469	NA
GO:1904754	positive regulation of vascular associated smooth muscle cell migration
GO:1904888	cranial skeletal system development
GO:1905508	protein localization to microtubule organizing center
GO:2000042	negative regulation of double-strand break repair via homologous recombination
GO:2000648	positive regulation of stem cell proliferation
GO:2000811	negative regulation of anoikis
GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation
GO:0000422	autophagy of mitochondrion
GO:0000737	DNA catabolic process, endonucleolytic
GO:0000966	RNA 5'-end processing
GO:0001738	morphogenesis of a polarized epithelium
GO:0001911	negative regulation of leukocyte mediated cytotoxicity
GO:0001935	endothelial cell proliferation
GO:0002042	cell migration involved in sprouting angiogenesis
GO:0002639	positive regulation of immunoglobulin production
GO:0003229	ventricular cardiac muscle tissue development
GO:0003279	cardiac septum development
GO:0006270	DNA replication initiation
GO:0006378	mRNA polyadenylation
GO:0006379	mRNA cleavage
GO:0006516	glycoprotein catabolic process
GO:0006536	glutamate metabolic process
GO:0006700	C21-steroid hormone biosynthetic process
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0007272	ensheathment of neurons
GO:0007492	endoderm development
GO:0008366	axon ensheathment
