gene	chromosome	chromosome_hg19	map_location
27231	19	19	19p13.3
27232	6	6	6p21.1
27233	2	2	2q12.3
27235	4	4	4q21.22-q21.23
27236	4	4	4q31.3
27237	1	1	1p36.32
27238	X	HG1436_HG1432_PATCH__X	Xp11.23
27239	12	12__HG344_PATCH	12p13.31
2724	NA	NA	8q23
27240	9	9	9p13.3
27241	7	7	7p14.3
27242	6	6	6p12.3
27243	19	19	19q13.43
27244	6	6	6q21
27245	1	1	1p36.11-p35.3
27246	1	1__HG1287_PATCH	1q21.1
27247	2	2	2p13.3
27248	2	2	2p16.2
27249	2	2	2q23.2
27250	10	10	10q25.2
27252	1	1	1q25.1
27253	13	13	13q21.1
27254	22	22	22q13.2
27255	3	3	3p26.3
27257	8	8	8p11.23
27258	3	3	3p25.1
27259	NA	NA	9q21.3-q22
2727	NA	NA	NA
2728	NA	NA	1p36
27283	6	6	6p12.1
27284	4	4	4q13.3
27285	1	1	1p34.3
27286	X	X	Xq22.1
27287	10	10	10q26.3
27288	11	11	11p15.4
27289	12	12	12q13.12
2729	6	6	6p12.1
27290	9	9	9p13.3
27291	10	10	10q24.2
27292	5	5	5q12.1
27293	1	1	1p35.3
27294	19	19	19q13.33
27295	4	4	4q35.1
27296	20	20	20q13.12
27297	7	7	7q11.21
27299	8	8	8p21.2
273	7	7	7p14.1
2730	1	1	1p22.1
27300	19	19	19q13.43
27301	X	X	Xp11.21
27302	2	2	2p13.3
27303	3	3	3p24.1
27304	20	20	20q13.13
27306	4	4	4q22.3
27309	4	4	4q31.21
2731	9	9	9p24.1
27314	11	11	11q14.1
27315	11	11	11p15.4
27316	X	X	Xq26.3
27319	8	8	8q12.3
2732	NA	NA	4q12
27320	NA	NA	7q11.21
27321	NA	NA	2q21.3
27324	16	16	16q12.1
27327	16	16	16p12.1
27328	X	X__Y	Xq21.31
27329	1	1	1p31.3
2733	9	9	9q34.11
27330	X	X	Xq21.1
27332	2	2	2p13.3-p13.2
27333	3	3	3q26.2
27334	X	X	Xq21.1
27335	CHR_HG26_PATCH__19	19	19q13.2
27336	X	X	Xq26.3
27338	19	19	19q13.42
27339	11	11	11q12.2
2734	16	16__16	16q23.1
27340	12	12	12q23.2
27341	22	22	22q13.2
27342	7	7__7	7q11.21
27343	10	10	10q24.32
27344	X	HG1436_HG1432_PATCH__X	Xp11.23
27345	12	12	12q15
27346	17	17__HG883_PATCH	17q11.2
27347	2	2	2q24.3
27348	9	9	9q34.11
27349	22	22	22q13.2
2735	12	12	12q13.3
27350	22	22	22q13.1
27351	22	22	22q13.2
27352	22	22	22q13.1
2736	2	2	2q14.2
2737	7	7	7p14.1
2738	8	8	8q24.3
2739	6	6	6p21.2
274	2	2	2q14.3
2740	6	6	6p21.2
2741	5	5	5q33.1
2742	X	X	Xp22.2
27429	2	2	2p13.1
2743	4	4	4q32.1
27430	5	5	5q34
27433	9	9	9q34.11
27434	7	7	7p13
27436	2	2	2p21
27437	22	22	22q11.1
27439	22	22	22q11.1
2744	2	2	2q32.2
27440	22	22	22q11.1
27442	22	22	22q11.1
27443	22	22	22q11.1-q11.21
27445	7	7	7q21.11
2745	5	5	5q15
2746	10	10	10q23.2
2747	X	X	Xq24
2749	10	10	10q22.2
275	3	3	3p21.31
2750	NA	NA	18q21.32
2751	NA	NA	10p11.22
2752	1	1	1q25.3
2753	NA	NA	5q33.1
2754	NA	NA	11p15.4
2757	NA	NA	8q21.1-qter
2759	NA	NA	6p21.3
276	1	1__1__1	1p21.1
2760	5	5	5q33.1
2761	NA	NA	3q24
2762	6	6	6p25.3
2764	14	14	14q22.2
2765	8	8	8q24.3
2766	6	6	6p22.3
2767	19	19	19p13.3
276719	NA	NA	20q11.21
2768	7	7	7p22.3-p22.2
2769	19	19	19p13.3
277	1	1__1__1	1p21.1
2770	7	7	7q21.11
2771	3	3__HG325_PATCH	3p21.31
2772	NA	NA	12p13.1
2773	1	1	1p13.3
2774	18	18	18p11.21
2775	16	16	16q13
2776	9	9	9q21.2
2777	NA	NA	2q21.1
2778	20	20	20q13.32
2779	3	3	3p21.31
278	1	1__1__1	1p21.1
2780	1	1	1p13.3
2781	22	22	22q11.22-q11.23
2782	1	1	1p36.33
2783	7	7	7q22.1
2784	12	12__HG344_PATCH	12p13.31
2785	11	11	11q12.3
2786	CHR_HSCHR1_5_CTG32_1__1	1	1q42.3
2787	1	1	1p22.3
2788	19	19	19p13.3
2789	NA	NA	6q27
279	1	1	1p21.1
2790	9	9	9q31.3
2791	7	7	7q21.3
2792	7	7	7q21.3
2793	17	17	17q21.32
2794	CHR_HSCHR6_MHC_DBB_CTG1__CHR_HSCHR6_MHC_COX_CTG1__6__CHR_HSCHR6_MHC_MCF_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_APD_CTG1__CHR_HSCHR6_MHC_MANN_CTG1	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6p21.33
2796	8	8	8p21.2
2797	20	20	20p13
2798	4	4	4q13.2
2799	12	12	12q14.3
28	9__CHR_HG2030_PATCH	9__HG79_PATCH	9q34.2
280	1	1	1p21.1
2800	9	9	9q33.3
2801	9	9	9q34.11
2802	12	12	12q24.33
2803	3	3	3p22.2
2804	3	3	3q13.33
2805	10	10	10q24.2
2806	16	16	16q21
280636	11	11	11q12.1
280637	NA	NA	17q24.1
280644	NA	NA	3q27.3
280655	14	14	14q13.2
280657	HG1436_HG1432_PATCH__X	HG1436_HG1432_PATCH__X	Xp11.23
280658	X	HG1433_PATCH__HG1436_HG1432_PATCH__X__X	Xp11.22
280659	HG1433_PATCH__X	HG1433_PATCH__X	Xp11.22
280660	HG1436_HG1432_PATCH__X	HG1436_HG1432_PATCH__X	Xp11.23
280661	NA	NA	1p36.13
280664	20	20	20q13.12
281	NA	NA	1p21.1
2810	1	1	1p36.11
2811	17	17	17p13.2
2812	22	22__22	22q11.21
2813	16	16	16p12.3
2814	3	3	3q29
2815	3	3	3q21.3
2817	2	2	2q37.3
2819	12	12	12q13.12
282	NA	NA	15q11-q12
2820	2	2	2q24.1
2821	CHR_HSCHR19_2_CTG3_1__19	19	19q13.11
2822	6	6	6p22.3
28227	X__CHR_HSCHRX_1_CTG3__CHR_HSCHRX_2_CTG3	X	Xp22.33 and Yp11.31
2823	4	4	4q34.2
28231	20	20	20q13.33
28232	15	15	15q26.1
28234	12	12	12p12.2
2824	X	X	Xp22.2
2825	CHR_HSCHR2_6_CTG7_2__2	2	2q33.3
282549	NA	NA	NA
282550	NA	NA	NA
282551	NA	NA	NA
282552	NA	NA	NA
282553	NA	NA	NA
282566	21	21	21q21.3
282569	NA	NA	21q22.2
2826	17	17	17q21.2
282616	19	19	19q13.2
282617	19	19	19q13.2
282618	19	19	19q13.2
282631	NA	NA	NA
282679	11	11	11q14.1
282694	NA	NA	8q12.2
282697	NA	NA	2q37.1
2827	1	1	1p36.11
282706	13	13	13q33.2|13q34
282754	NA	NA	4p16.3
282756	NA	NA	12p13.31
282763	11	11__11	11p15.4
282769	NA	NA	11q12.1
282770	11	11	11q12.1
282775	11	11	11q12.1
282776	NA	NA	11q12.1
282786	NA	NA	11q24.2
282790	NA	NA	12q13.11
282791	NA	NA	12q13.11
282795	NA	NA	14q11.2
2828	19	19	19q13.32
282801	NA	NA	12p13.31
282808	X	X	Xq22.1
282809	12	12	12q21.33
282849	NA	NA	11p15.5
282890	CHR_HSCHR6_MHC_APD_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_COX_CTG1__CHR_HSCHR6_MHC_MANN_CTG1__6__CHR_HSCHR6_MHC_DBB_CTG1	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6p22.1
2829	3	3	3p21.31
282966	10	10	10q11.23
282967	NA	NA	10q11.23
282969	10	10	10q26.3
282973	10	10	10q26.3
282974	10	10	10q26.3
282980	10	10	10p15.3
28299	NA	NA	2p11.2
282991	10	10	10q24.31
282996	10	10	10q25.2
282997	NA	NA	10q25.2
283	14	14	14q11.2
2830	6	6	6q21
28300	NA	NA	16p11.2
283008	10	NA	10q22.3
28301	NA	NA	16p11.2
283011	10	10	10q23.31
283014	NA	NA	10q23.33
283025	NA	NA	10q21.2
283028	NA	NA	10q11.21
283033	NA	NA	10q11.21
283038	10	10	10q26.13-q26.2
28304	NA	NA	16p11.2
283045	NA	NA	10q21.2
28305	NA	NA	16p11.2
283050	10	10	10q22.3
28306	NA	NA	16p11.2
28307	NA	NA	16p11.2
283078	10	10	10p12.1
283080	10	10	10p12.1
283089	10	10	10q26.12
28309	NA	NA	16p11.2
283092	11	11__HG281_PATCH	11p11.12
283093	CHR_HG1708_PATCH__11	11__HG281_PATCH	11p11.12
2831	8	8	8q11.23
283102	11	11	11p15.4
283104	11	11	11p15.4
283106	11	11	11p15.4
283110	11	NA	11p15.4
283111	11	11	11p15.4
283114	NA	NA	11p14.1
283116	11	11	11p11.12
28312	NA	NA	16p11.2
283120	11	11	11p15.5
283129	11	11	11q13.1
28313	NA	NA	16p11.2
283130	11	11	11q13.1
283131	11	11	11q13.1
28314	NA	NA	16p11.2
283140	11	11	11q23.1
283143	11	11	11q23.3
283149	11	11	11q23.3
28315	NA	NA	16p11.2
283150	CHR_HG2217_PATCH__11	11__HG299_PATCH	11q23.3
283152	11	11	11q23.3
283159	11	11	11q24.2
28316	18	18	18q21.33
283160	11	11	11q24.2
283162	11	11	11q24.2
283165	11	11	11q24.2
28317	NA	NA	15q11.2
283171	11	11	11q24.3
283172	NA	NA	11q25
283174	11	11	11q25
283177	11	11	11q25
28318	NA	NA	15q11.1
283189	11__CHR_HG151_NOVEL_TEST	11__HG151_NOVEL_TEST	11q12.1
283193	NA	NA	11q12.1
283194	11	11	11q12.1
283197	11	11	11q12.2
2832	CHR_HSCHR20_1_CTG3__20	20	20q13.33
28320	NA	NA	15q11.2
283208	11	11	11q13.4
283209	11	11	11q13.4
283212	11	11	11q13.4
283214	11	11	11q13.5
283219	11	11	11q14.1
283226	NA	NA	11q14.2
283229	11	11	11p15.5
283232	11	11	11p15.5
283234	11	11	11q13.1
283236	NA	NA	11q12.3
283237	11	11	11q12.3
283238	11	11	11q12.3
283248	11	11	11q13.1
283254	11	11	11p11.2
283257	NA	NA	11p11.12
28326	NA	NA	15q11.2
283267	NA	NA	11p13
28327	NA	NA	15q11.2
28328	NA	NA	15q11.2
283284	11	11	11p15.1
28329	NA	NA	15q11.2
283297	11	11	11p15.4
283298	11	11	11p15.4
283299	11	11	11p15.4
2833	X	X	Xq13.1
28330	NA	NA	15q11.2
283303	11	11	11p15.4
28331	NA	NA	15q11.2
283310	12	12	12q21.31
283314	12	12	12p13.31
283316	12	12	12p13.31
28332	NA	NA	15q11.2
283320	NA	NA	12p13.31
28333	NA	NA	15q11.2
283332	12	12	12q13.12
283335	12	12	12q13.13
283337	12	12	12q13.13
28334	NA	NA	15q11.2
283345	12__HG344_PATCH	12__HG344_PATCH	12p13.31
283349	12	12	12q14.2
28335	NA	NA	15q11.2
283352	12	12	12q24.33
283358	12	12	12p13.33
283365	12	12	12q13.2
28337	NA	NA	14q32.33
283373	12	12	12q13.3
283375	12	12	12q13.3
283377	12	12	12q13.3
28338	NA	NA	14q32.33
283383	12	12	12q24.33
283385	CHR_HG2047_PATCH__12	12__HG1595_PATCH	12q24.31
283387	12	12	12q14.1
28339	NA	NA	14q32.33
283392	12	12	12q21.1
283398	NA	NA	12q22
2834	10	10	10q26.11
28340	NA	NA	14q32.33
283403	12	NA	12q13.13
283404	12	12	12q13.13
28341	NA	NA	14q32.33
283412	NA	NA	5p12
283416	12	12	12q14.1
283417	12	12	12q14.2
28342	NA	NA	14q32.33
283420	12	12	12p13.2
283422	NA	NA	12p13.1
28343	NA	NA	14q32.33
283431	12	12	12q23.1
283432	12	12	12q23.2
283435	12__HSCHR12_1_CTG5	12__HSCHR12_1_CTG5	12q24.32
28344	NA	NA	14q32.33
283440	12	12	12p13.33
283446	12	12	12q24.11
28345	NA	NA	14q32.33
283450	12	12	12q24.13
283455	12	12	12q24.22-q24.23
283458	NA	NA	12q24.23
283459	12	12__12	12q24.31
28346	NA	NA	14q32.33
283460	NA	NA	12q24.31
283461	12	12	12q12
283463	12	12	12q12
283464	12	12	12q12
28347	NA	NA	14q32.33
283471	12	12	12q13.12
28348	NA	NA	14q32.33
283480	13	13	13q33.1
283481	13	13	13q33.1
283483	13	13	13q33.3
283486	NA	NA	13q34
283487	NA	NA	13q34
283489	13	13__HG531_PATCH	13q34
28349	NA	NA	14q32.33
283491	NA	NA	13q21.31
2835	13	13	13q12.13
28350	NA	NA	14q32.33
283507	13	13	13q14.11
28351	NA	NA	14q32.33
283514	13	13	13q14.13
283518	13	13	13q14.2
28352	NA	NA	14q32.33
283521	13	NA	13q14.3
283523	NA	NA	13q11
28353	NA	NA	14q32.33
283537	13	13	13q12.3
28354	NA	NA	14q32.33
283547	14	14	14q21.1
28355	NA	NA	14q32.33
283551	14	14	14q21.3
283553	14	14	14q22.1
283554	14	14	14q22.1
283556	NA	NA	14q22.3
28356	NA	NA	14q32.33
283562	NA	NA	14q24.1
28357	NA	NA	14q32.33
283571	14	14	14q24.3
283575	14	14	14q24.3
283576	14	14	14q24.3
283578	14	14	14q24.3
283579	14	14	14q24.3
28358	NA	NA	14q32.33
283585	NA	NA	14q31.3
283587	14	14	14q31.3
28359	NA	NA	14q32.33
283592	14	14	14q32.12
283596	NA	NA	14q32.13
283598	14	14	14q32.2
28360	NA	NA	14q32.33
283600	14	14	14q32.2
283601	14	14	14q32.2
283603	NA	NA	14q32.31
28361	NA	NA	14q32.33
283617	14	NA	14q11.2
28362	NA	NA	14q32.33
283624	14	14	14q11.2
283629	CHR_HG1_PATCH__14	14	14q12
28363	NA	NA	14q32.33
283631	NA	NA	14q12
283635	14	14	14q13.2
283638	14	14	14q32.33
28364	NA	NA	14q32.33
283643	14	14__HG1592_PATCH	14q32.33
28365	NA	NA	14q32.33
283651	15	15	15q21.1
283652	15	15	15q21.1
283659	15	15	15q21.3
28366	NA	NA	14q32.33
283663	15	15	15q21.3
283665	NA	NA	15q21.2
28367	NA	NA	14q32.33
283673	15	15	15q23
283677	15	15	15q24.1
28368	NA	NA	14q32.33
283682	15	15	15q26.2
283683	15	15	15q11.2
283685	15	15	15q11.2
283687	NA	NA	15q25.1
283688	15	15	15q25.1
28369	NA	NA	14q32.33
283692	15	15	15q25.2
283693	15	15	15q25.2
283694	15	15	15q11.2
283698	NA	NA	15q13.2
2837	17	17	17q25.3
28370	NA	NA	14q32.33
28371	NA	NA	14q32.33
283710	15	NA	15q13.3
283711	NA	NA	15q13.3
28372	NA	NA	14q32.33
283726	15	15	15q25.2
28373	NA	NA	14q32.33
283731	NA	NA	15q24.1
283738	15	15	15q25.3
28374	NA	NA	14q32.33
283742	15	15	15q14
283747	NA	NA	15q15.1
283748	15	15	15q15.1
28375	NA	NA	14q32.33
283755	15	15	15q11.1-q11.2
28376	NA	NA	14q32.33
283761	15	15	15q26.1
283767	15__CHR_HSCHR15_1_CTG3__CHR_HSCHR15_2_CTG3	15	15q11.2
283768	15__CHR_HSCHR15_4_CTG8__CHR_HSCHR15_1_CTG8	15__HSCHR15_1_CTG4	15q13.1
28377	NA	NA	14q32.33
283777	15	15	15q26.3
28378	NA	NA	14q32.33
283788	NA	NA	NA
283796	15	15	15q11.2
2838	3	3	3q11.2
28380	NA	NA	14q32.33
283804	NA	NA	15q11.2
283807	15	15	15q22.31
28381	NA	NA	14q32.33
28382	NA	NA	14q32.33
283820	16	16	16p12.3
28383	NA	NA	14q32.33
283847	16	16	16q22.1
283848	16	16	16q22.1
283849	16	16	16q22.1
28385	NA	NA	14q32.33
283854	16	16	16q12.1
283856	16	16	16q13
28386	NA	NA	14q32.33
283860	16	16	16q24.3
283867	16	16	16q21
283869	16	16	16p13.3
28387	NA	NA	14q32.33
283870	16	16	16p13.3
283871	16	16	16p13.3
283875	16	16	16p13.3
283876	16	16	16p13.3
28388	NA	NA	14q32.33
283887	16	16	16p12.1
283888	16	16	16p12.1
28389	NA	NA	14q32.33
283897	16	16	16p11.2
283899	16	16	16p11.2
28390	NA	NA	14q32.33
283902	16	16	16q22.3
28391	NA	NA	14q32.33
283914	16	16	16p11.1
28392	NA	NA	14q32.33
283922	NA	NA	16q23.1
283927	16	16	16q23.1
28393	NA	NA	14q32.33
283932	16	16	16p11.2
283933	16	16	16p11.2
28394	NA	NA	14q32.33
283948	16	16	16p13.3
28395	NA	NA	14q32.33
283951	16	16	16p13.3
283953	16	16	16p13.2
283955	NA	NA	16p13.11
28396	NA	NA	14q32.33
28397	NA	NA	14q32.33
283970	16	16	16q22.1
283971	16	16__16	16q22.1
28398	NA	NA	14q32.33
283981	NA	NA	Xp22.33 and Yp11.31
283982	17	17	17q25.1
283985	17	17	17q25.1
283987	17	17	17q25.1
283989	17	17	17q25.1
28399	NA	NA	14q32.33
283991	17	17	17q25.1
283994	NA	NA	17q25.2
283999	17	17	17q25.3
284	8	8	8q23.1
2840	2	2	2q14.3
28400	NA	NA	14q32.33
284001	17	17	17q25.3
284004	17	17	17q25.3
284009	17	17	17p13.3
28401	NA	NA	14q32.33
284013	17	17	17p13.2
284018	17	17__HG747_PATCH	17q24.2
28402	NA	NA	14q32.33
284021	17	17__HG183_PATCH	17q23.3
284023	17	17	17p13.1
284029	17	17	17p13.1
284034	17	17	17p12
28404	NA	NA	14q32.33
284040	17	17	17p12
284047	17	17	17p11.2
28405	NA	NA	14q32.33
284058	CHR_HSCHR17_1_CTG5__CHR_HSCHR17_2_CTG5__17	17__HSCHR17_1	17q21.31
28406	NA	NA	14q32.33
284064	NA	NA	17q21.31
284067	17	17	17q21.31
284069	17	17	17q21.31
28407	NA	NA	14q32.33
284071	17	17	17q21.31
284076	17	17	17q21.32
28408	NA	NA	14q32.33
284080	17	17	17q21.33
284085	17	17	17q11.2
284086	17	17	17q11.2
28409	NA	NA	14q32.33
284098	17__CHR_HSCHR17_7_CTG4	17__HG75_PATCH	17q12
284099	CHR_HSCHR17_7_CTG4__17	17	17q12
2841	13	13	13q32.3
28410	NA	NA	14q32.33
284100	17	17	17q12
284106	CHR_HSCHR17_7_CTG4__17	17	17q12
28411	NA	NA	14q32.33
284110	17	17	17q21.1
284111	17	17	17p13.1
284114	CHR_HG2046_PATCH__17	17	17p13.1
284116	17	17	17q21.2
284119	17	17	17q21.2
28412	NA	NA	14q32.33
284123	17	17	17p11.2
284124	17	17	17p11.2
284129	17	17	17q25.3
28413	NA	NA	14q32.33
284131	17	17	17q25.3
28414	NA	NA	14q32.33
28415	NA	NA	14q32.33
28416	NA	NA	14q32.33
284161	17	17	17q22
284167	NA	NA	17q23.2
28417	NA	NA	14q32.33
28418	NA	NA	14q32.33
284184	17	17	17q25.3
284185	17	17	17q25.3
284186	17	17	17q25.3
28419	NA	NA	14q32.33
284191	17	17	17p11.2
284194	17	17__17	17p11.2
284196	NA	NA	17p11.2
2842	12	12	12p13.1
28420	NA	NA	14q32.33
284203	NA	NA	17p11.2
284207	17__CHR_HSCHR17_1_CTG9	17	17q25.3
28421	NA	NA	14q32.33
284215	18	18	18p11.31
284217	18	18	18p11.31
28422	NA	NA	14q32.33
28423	NA	NA	14q32.33
284230	NA	NA	18p11.21
284232	NA	NA	13q11
284233	18	18	18p11.21
28424	NA	NA	14q32.33
284240	18	18	18q23
284241	18	18	18q23
28425	NA	NA	14q32.33
284252	18	18	18q11.2
284254	18	18	18q21.2
284257	18	18	18q21.31
28426	NA	NA	14q32.33
284260	18	18	18q12.3
284266	18	18	18q12.3
284269	NA	NA	18p11.21
28427	NA	NA	14q32.33
284273	18	18	18q22.3
284274	18	18	18q23
284276	NA	NA	18q23
28428	NA	NA	14q32.33
284288	NA	NA	18q21.31
28429	NA	NA	14q32.33
284293	18	18	18q22.1
284294	18	18	18q22.1
284297	19	19	19q13.42
2843	8__CHR_HSCHR8_5_CTG7	8	8q24.3
28430	NA	NA	14q32.33
284306	19	19	19q13.43
284307	19	19	19q13.43
284309	19	19	19q13.43
28431	NA	NA	14q32.33
284312	19	19	19q13.43
28432	NA	NA	14q32.33
284323	CHR_HG2021_PATCH__19	19	19q13.2
284325	19	19	19q13.2
28433	NA	NA	14q32.33
284338	19	19	19q13.2
284339	19	19	19q13.2
28434	NA	NA	14q32.33
284340	19	19	19q13.2
284344	19	19	19q13.31
284346	19	19	19q13.31
284348	19	19	19q13.31
284349	19	19	19q13.31
28435	NA	NA	14q32.33
284352	19	19	19q13.32
284353	19	19	19q13.32
284355	19	19	19q13.33
284358	19	19	19q13.33
284359	19	19	19q13.33
284361	19	19	19q13.33
284365	19	19	19q13.33
284366	19	19__19	19q13.41
284367	19	19	19q13.41
284369	19	19	19q13.41
284370	19	19	19q13.41
284371	19	19	19q13.41
284379	NA	NA	19q13.42
28438	NA	NA	14q32.33
284382	19	19__HG729_PATCH	19p13.2
284383	19	19__HG729_PATCH	19p13.2
284385	19	19	19p13.2
28439	NA	NA	14q32.33
284390	19	19__19	19p13.2
284391	19__19	19	19p13.2
284393	NA	NA	19p13.13
284395	19	19	19q12
2844	9	9	9q33.2
28440	NA	NA	14q32.33
284402	19	19	19q13.11
284403	19	19	19q13.12
284406	19	19	19q13.12
284408	19	19	19q13.12
28441	NA	NA	14q32.33
284412	NA	NA	19q13.12
284415	CHR_HSCHR19LRC_COX1_CTG3_1__CHR_HSCHR19LRC_LRC_T_CTG3_1__CHR_HSCHR19LRC_LRC_S_CTG3_1__19__CHR_HSCHR19_4_CTG3_1__CHR_HSCHR19LRC_PGF2_CTG3_1__CHR_HSCHR19LRC_PGF1_CTG3_1__CHR_HSCHR19LRC_LRC_J_CTG3_1__CHR_HSCHR19LRC_LRC_I_CTG3_1__CHR_HSCHR19LRC_COX2_CTG3_1	19__HG1079_PATCH__HSCHR19LRC_COX1_CTG1__HSCHR19LRC_COX2_CTG1__HSCHR19LRC_LRC_I_CTG1__HSCHR19LRC_LRC_J_CTG1__HSCHR19LRC_LRC_S_CTG1__HSCHR19LRC_LRC_T_CTG1__HSCHR19LRC_PGF1_CTG1__HSCHR19LRC_PGF2_CTG1	19q13.42
284417	19	19	19q13.42
284418	19	19	19q13.42
28442	NA	NA	14q32.33
284422	19	19	19p13.3
284424	19	19	19p13.3
284427	19	19	19p13.3
284428	19	19	19p13.2
28443	NA	NA	14q32.33
284433	19	19	19p13.12
284434	19	19	19p13.11
284439	19	19	19p13.11
28444	NA	NA	14q32.33
284440	19	19	19p13.11
284441	NA	NA	19p12
284443	19	19	19p12
28445	NA	NA	14q32.33
284451	19	19	19p13.3
284454	19	19	19p13.12
284459	19	19	19q13.12
28446	NA	NA	14q32.33
284467	1	1	1p13.2
28447	NA	NA	14q32.33
28448	NA	NA	14q32.33
284485	1	1	1q21.3
284486	1	1	1q21.3
28449	NA	NA	14q32.33
284498	1	NA	1p36.22
2845	CHR_HG2266_PATCH__7	7	7q22.3
28450	NA	NA	14q32.33
28451	NA	NA	14q32.33
28452	NA	NA	14q32.33
284521	1	1	1q44
284525	1	1	1q25.1
28453	NA	NA	14q32.33
284532	1	1	1q44
28454	NA	NA	14q32.33
284541	1	1__1	1p33
284546	1	1	1p32.3
28455	NA	NA	14q32.33
284551	1__HG989_PATCH	1__HG989_PATCH	1p35.2
28456	NA	NA	14q32.33
284561	NA	NA	1q21.2
284565	1	1__1__1__HG1287_PATCH	1q21.1
28457	NA	NA	14q32.33
284573	NA	NA	1q32.1
284576	1	1	1q32.1
284577	1	1	1q32.1
284578	NA	NA	1q32.1
28458	NA	NA	14q32.33
284581	NA	NA	1q32.1
284593	1	1	1p36.33
2846	X	X	Xq21.1
28460	NA	NA	14q32.33
284600	1	1	1p36.33
28461	NA	NA	14q32.33
284611	1	1	1p13.3
284612	1	1	1p13.3
284613	1	1	1p13.3
284615	1	1__HG1287_PATCH	1q21.1
284618	NA	NA	1q22
28462	NA	NA	14q32.33
284620	NA	NA	1q22
28463	NA	NA	14q32.33
284632	1	1	1p36.11
28464	NA	NA	14q32.33
284648	1	1	1q25.3
284649	1	1	1q25.3
28465	NA	NA	14q32.33
284654	1	1	1p34.3
284656	1	1	1p34.3
28466	NA	NA	14q32.33
284661	1	1	1p36.32
28467	NA	NA	14q32.33
284672	NA	NA	1p22.2
284677	1	1	1q23.2
28468	NA	NA	14q32.33
284680	1	1	1q23.3
284685	NA	NA	1q24.1
284688	1	1	1q24.2
28469	NA	NA	14q32.33
284695	1	1	1p22.2
284697	1	1	1p22.1
2847	22	22	22q13.2
28470	NA	NA	14q32.33
28471	NA	NA	14q32.33
284716	1	1	1p34.2
28472	NA	NA	14q32.33
284723	1	1	1p36.21
284729	1	1	1p36.13
28473	NA	NA	14q32.33
284739	20	20	20q13.33
28474	NA	NA	14q32.33
284749	20	20	20q13.13
28475	NA	NA	14q32.33
284751	20	20	20q13.13
284756	20	20	20q13.33
284757	20	20	20q13.33
284759	20	20	20p13
28476	NA	NA	14q32.33
284764	NA	NA	20p13
28477	NA	NA	14q32.33
28478	NA	NA	14q32.33
284788	20	20	20p11.21
28479	NA	NA	14q32.33
284798	20	20	20p11.21
2848	1	1	1q32.1
28480	NA	NA	14q32.33
284800	20	20	20p11.1
284801	20	20	20p11.1
284802	NA	NA	20q11.1
284805	20	NA	20q11.21
28481	NA	NA	14q32.33
28482	NA	NA	14q32.33
284821	NA	NA	21q21.2
284825	21	21	21q21.3
284827	21	21	21q22.11
28483	NA	NA	14q32.33
284835	21	21	21q22.2
284836	21	21	21q22.3
284837	21	21	21q22.3
28484	NA	NA	14q32.33
28485	NA	NA	14q32.33
28486	NA	NA	14q32.33
284865	22	22	22q11.21
28487	NA	NA	14q32.33
28488	NA	NA	14q32.33
284889	NA	NA	22q11.23
28489	NA	NA	14q32.33
284898	22	22	22q12.1
2849	10	10	10q26.13
28490	NA	NA	14q32.33
284900	22	22	22q12.1
284904	22	22	22q12.2
28491	NA	NA	14q32.33
284912	NA	NA	22q12.3
28492	NA	NA	14q32.33
28493	NA	NA	14q32.33
284930	22	22	22q13.31
284933	NA	NA	22q13.32
28494	NA	NA	14q32.33
284942	22__HG497_PATCH	22__HG497_PATCH	22q13.33
284948	2	2	2p11.2
28495	NA	NA	14q32.33
284950	2	2	2p11.2
284958	2	2	2q14.1
28496	NA	NA	14q32.33
28497	NA	NA	14q32.33
28498	NA	NA	14q32.33
284988	NA	NA	2q21.1
28499	NA	NA	14q32.33
284992	2	2	2q33.1
284996	2	2	2q11.2
284998	2	2	2q12.1
285	8	8	8p23.1
2850	3	3	3p13
28500	NA	NA	14q32.33
285000	NA	NA	2q12.2
285003	NA	NA	2p13.3
28501	NA	NA	14q32.33
285016	2	2	2p25.3
28502	NA	NA	14q32.33
285025	2	2	2q31.2
28503	NA	NA	14q32.33
285033	2	2	2q11.2
28504	NA	NA	14q32.33
285043	NA	NA	2p23.1
285045	2	2	2p22.3
28505	NA	NA	14q32.33
285051	2	2	2p21
285053	NA	NA	2p16.3
28506	NA	NA	14q32.33
28507	NA	NA	14q32.33
285074	2	2	2p11.2
28508	NA	NA	14q32.33
285084	2	2	2q31.1
28509	NA	NA	14q32.33
285093	2__CHR_HSCHR2_3_CTG15	2	2q37.3
285095	2	2	2q37.3
285097	NA	NA	2q37.3
28510	NA	NA	14q32.33
285103	2	2	2q21.1
28511	17	17__HG185_PATCH	17q21.2
285116	2	2	2q24.2
