gene	chromosome	map_location
100421589	18	18q12.1
100421591	18	18q12.1
100421594	16	16q21
100421595	7	7p21.3
100421597	7	7p21.3
100421598	7	7q11.23
100421599	7	7q21.13
100421601	X	Xq21.1
100421602	X	Xp21.1
100421603	X	Xp11.22
100421606	1	1q42.13
100421610	1	1q32.2
100421611	14	14q31.3
100421614	22	22q11.23
100421617	12	12p12.1
100421618	12	12q12
100421620	19	19p13.12
100421621	19	19q13.12
100421622	11	11q13.4
100421623	5	5q14.3
100421629	21	21q22.2
100421630	4	4q34.3
100421632	15	15q26.1
100421633	10	10q23.1
100421634	10	10q11.21
100421636	3	3q21.1
100421637	3	3q22.1
100421638	6	6q27
100421641	16	16q22.1
100421642	7	7q33
100421646	14	14q11.2
100421648	2	2p23.3
100421651	2	2p12
100421652	2	2q24.1
100421655	9	9q21.11
100421657	19	19q13.43
100421658	11	11q22.2
100421663	20	20p11.23
100421664	4	4p16.3
100421667	15	15q11.2
100421669	3	3p24.3
100421670	3	3q13.32
100421671	3	3q23
100421672	3	3p14.2
100421673	8	8p22
100421674	17	17q21.2
100421675	17	17q25.3
100421681	1	1q25.2
100421684	14	14q11.2
100421685	22	22q11.1
100421689	2	2q31.1
100421690	9	9q21.11
100421691	9	9p11.2
100421692	9	9q22.32
100421693	9	9q22.32
100421694	12	12q24.21
100421695	19	19p13.11
100421696	19	19p12
100421697	19	19p12
100421698	19	19p12
100421699	19	19p12
100421700	19	19p12
100421701	19	19p12
100421702	19	19p12
100421703	19	19p12
100421704	19	19p12
100421705	19	19p12
100421706	19	19p12
100421707	19	19p12
100421708	19	19p12
100421709	19	19p12
100421710	19	19p12
100421712	11	11q22.3
100421716	Y	Yq11.23
100421717	Y	Yq11.23
100421718	21	21q21.1
100421721	4	4q31.3
100421724	15	15q15.1
100421728	10	10q21.3
100421729	3	3p21.31
100421730	3	3p14.2
100421731	3	3q13.31
100421733	6	6q16.1
100421734	17	17p11.2
100421736	18	18p11.21
100421737	18	18q21.1
100421741	7	7q11.21
100421742	7	7p22.2
100421746	X	Xp11.21
100421749	1	1q32.1
100421751	14	14q11.2
100421754	22	22q11.1
100421756	2	2q37.1
100421765	15	15q22.2
100421767	15	15q25.2
100421768	15	15q25.2
100421769	15	15q25.2
100421771	15	15q25.2
100421774	3	3q26.31
100421775	6	6q23.2
100421776	8	8q21.13
100421779	16	16p12.3
100421782	7	7q31.2
100421784	X	Xq26.3
100421787	14	14q13.1
100421788	2	2p11.2
100421790	9	9p22.2
100421793	11	11q12.1
100421794	11	11q14.1
100421795	5	5p13.3
100421796	5	5p12
100421797	5	5q21.1
100421798	5	5q31.1
100421799	13	13q11
100421802	4	4p16.3
100421803	4	4p16.3
100421804	4	4q13.2
100421805	4	4p16.1
100421806	4	4p16.1
100421807	4	4p15.1
100421808	4	4q13.1
100421809	15	15q11.2
100421810	15	15q11.2
100421811	15	15q23
100421813	3	3p12.3
100421815	3	3q29
100421816	3	3q21.2
100421817	3	3q25.1
100421819	3	3q26.2
100421820	6	6q23.2
100421821	8	8p21.2
100421822	8	8q12.1
100421823	8	8p23.1
100421824	8	8q11.23
100421825	8	8q23.3
100421827	18	18p11.21
100421828	16	16p13.13
100421829	7	7q35
100421840	1	1q32.1
100421842	1	1q42.13
100421854	12	12p12.3
100421855	12	12q13.11
100421859	11	11q13.2
100421860	11	11q13.4
100421861	5	5q22.2
100421863	5	5q14.3
100421865	13	13q12.2
100421868	4	4q31.1
100421870	10	10q21.3
100421893	8	8q22.2
100421894	18	18q23
100421901	7	7q31.1
100421910	X	Xq26.2
100421925	2	2p13.3
100421926	2	2p24.3
100421943	12	12q22
100421973	11	11q13.4
100421975	11	11q14.3
100421976	11	11q23.2
100421985	11	11q24.2
100422013	5	5q13.2
100422019	4	4q13.1
100422020	4	4q13.2
100422021	4	4q13.2
100422022	4	4q13.2
100422023	4	4q13.3
100422024	4	4q13.3
100422026	4	4q13.2
100422029	4	4q13.3
100422032	15	15q21.3
100422044	3	3q13.33
100422053	18	18q21.2
100422055	16	16p11.2
100422059	7	7q11.22
100422076	1	1q32.1
100422088	22	22q11.22
100422091	2	2q13
100422094	2	2q37.3
100422106	19	19p13.12
100422179	5	5p13.2
100422188	4	4q13.2
100422189	4	4q13.2
100422190	4	4q13.2
100422194	15	15q23
100422200	3	3q26.33
100422204	8	8p22
100422209	X	Xp21.3
100422212	1	1q23.3
100422213	1	1p31.1
100422225	14	14q24.3
100422227	2	2p23.2
100422229	2	2q24.3
100422230	9	9p21.1
100422232	9	9q22.32
100422233	9	9q34.3
100422235	19	19p13.12
100422238	19	19p13.12
100422241	11	11p12
100422242	11	11q23.1
100422243	5	5q15
100422247	13	13q11
100422249	4	4q21.22
100422250	4	4q21.1
100422254	10	10q24.2
100422256	3	3p24.2
100422259	3	3q25.1
100422261	6	6q13
100422263	6	6q27
100422264	6	6q24.3
100422265	8	8q22.3
100422267	8	8q11.21
100422268	8	8q11.22
100422270	8	8q13.2
100422271	8	8q21.2
100422272	8	8q22.3
100422273	17	17p11.2
100422274	18	18p11.31
100422275	16	16q12.1
100422284	X	Xp11.3
100422285	X	Xp11.23
100422286	X	Xq21.1
100422287	1	1p35.1
100422288	1	1p33
100422289	14	14q11.2
100422292	22	22q12.3
100422294	2	2q24.2
100422296	12	12q13.12
100422298	19	19p12
100422299	11	11q13.2
100422300	11	11q22.3
100422305	13	13q21.33
100422309	15	15q24.1
100422310	15	15q14
100422312	10	10q22.1
100422313	10	10q24.1
100422315	6	6q16.3
100422316	17	17p13.1
100422317	18	18q21.33
100422319	16	16q24.1
100422324	7	7q35
100422325	7	7q31.33
100422330	1	1q41
100422334	14	14q21.1
100422337	2	2p12
100422338	2	2q21.3
100422339	2	2q12.1
100422340	9	9p12
100422342	9	9q21.12
100422343	9	9q31.1
100422346	9	9p11.1
100422347	9	9q13
100422348	9	9q21.11
100422349	9	9q33.3
100422352	12	12p11.22-p11.21
100422354	12	12q21.1
100422363	10	10q26.2
100422368	X	Xq24
100422369	X	Xq25
100422371	1	1q41
100422372	1	1p13.3
100422374	14	14q13.2
100422375	22	22q11.1
100422376	9	9q21.13
100422381	11	11q24.3
100422382	11	11q23.2
100422384	10	10q22.2
100422385	3	3q13.13
100422386	3	3p22.2
100422391	18	18q21.1
100422395	14	14q32.12
100422398	11	11q12.1
100422399	11	11q12.1
100422402	4	4q13.2
100422407	18	18q21.1
100422408	X	Xp21.1
100422411	1	1q21.3
100422413	1	1p32.3
100422414	1	1q25.3
100422416	22	22q13.2
100422417	2	2q14.3
100422418	2	2p15
100422426	3	3q25.31
100422429	6	6p21.33
100422431	X	Xq21.33
100422432	X	Xq23
100422434	1	1q32.2
100422437	2	2q34
100422438	12	12q15
100422440	11	11q21
100422441	5	5q14.1
100422445	4	4q32.1
100422449	6	6p12.3
100422450	6	6q21
100422452	6	6p21.1
100422453	6	6q13
100422456	7	7q31.32
100422458	X	Xq22.1
100422463	12	12p13.33
100422467	13	13q31.2
100422469	X	Xq22.1
100422471	X	Xq21.1
100422473	2	2q21.2
100422478	17	17q11.1
100422479	16	16p11.2
100422486	13	13q12.11
100422490	15	15q21.2
100422491	15	15q14
100422492	15	15q14
100422493	14	14q24.2
100422495	8	8p23.1
100422496	18	18q22.1
100422497	18	18q21.1
100422500	9	9q31.1
100422501	9	9q33.2
100422502	5	5p14.1
100422505	10	10p11.21
100422510	14	14q11.2
100422513	2	2q21.1
100422514	2	2q23.3
100422517	20	20p11.1
100422519	7	7p14.1
100422523	13	13q14.3
100422524	10	10p12.31
100422526	1	1q23.3
100422527	1	1q31.1
100422528	14	14q11.2
100422529	14	14q11.2
100422530	22	22q11.1
100422531	4	4q12
100422532	3	3p22.2
100422533	7	7p15.3
100422535	1	1p32.3
100422536	1	1q43
100422537	1	1p31.1
100422540	9	9q34.11
100422545	10	10p12.1
100422546	8	8q12.3
100422547	7	7q35
100422548	1	1q24.3
100422549	1	1q24.3
100422550	11	11q24.2
100422556	15	15q21.2
100422558	16	16p11.2
100422559	2	2p22.2
100422561	5	5q21.3
100422562	4	4q22.2
100422564	6	6p24.3
100422580	2	2q14.3
100422581	9	9p21.1
100422582	12	12p12.1
100422587	6	6q12
100422588	X	Xq26.3
100422589	X	Xq26.3
100422591	2	2p23.3
100422593	5	5q35.3
100422595	7	7p15.3
100422598	11	11p15.1
100422600	18	18q22.1
100422602	3	3p21.2
100422603	3	3q24
100422604	3	3q25.32
100422605	6	6q15
100422606	18	18p11.32
100422608	1	1p13.3
100422610	19	19q13.42
100422614	8	8q21.2
100422622	12	12p11.21
100422623	19	19q13.2
100422624	Y	Yq11.23
100422625	Y	Yp11.2
100422627	4	4q25
100422628	X	Xp22.2
100422633	19	19p13.2
100422634	11	11q22.3
100422635	13	13q12.13
100422636	21	21p11.2
100422637	4	4p16.1
100422638	4	4p16.1
100422639	4	4p16.1
100422640	4	4q31.3
100422641	14	14q21.3
100422642	22	22q11.1
100422644	X	Xq22.3
100422645	15	15q14
100422646	6	6p24.3
100422656	17	17q23.3
100422657	7	7q31.2
100422658	7	7p12.1
100422666	11	11p15.1
100422669	15	15q21.1
100422671	6	6q14.1
100422674	12	12q21.2
100422685	X	Xq26.3
100422686	1	1p32.3
100422687	5	5p15.2
100422690	18	18q23
100422691	19	19p13.12
100422693	17	17q23.1
100422694	1	1p31.3
100422695	7	7q11.23
100422696	7	7q22.1
100422710	2	2q37.1
100422711	3	3p12.1
100422712	8	8q21.13
100422713	16	16p11.2
100422715	13	13q14.2
100422716	2	2p11.2
100422717	17	17p13.2
100422730	5	5p15.31
100422830	14	14q12
100422838	20	20q13.33
100422840	18	18p11.31
100422852	1	1q23.2
100422865	18	18q21.1
100422897	12	12p12.1
100422910	9	9q34.11
100422921	8	8q21.13
100422932	X	Xq21.1
100422937	4	4p15.1
100422941	3	3p14.1
100422968	1	1p36.32
100422972	16	16q12.1
100422976	1	1p13.2
100422999	5	5p15.31
100423038	3	3p23
100423044	7	7p21.2
100423046	12	12p13.1
100423060	18	18p11.21
100423061	13	13q32.3
100431168	21	21q22.2
100431173	1	1q42.3
100431174	8	8p22
100431175	5	5q32
100431177	14	14q31.1
100462647	1	1q21.1
100462648	2	2p11.2
100462652	X	Xq23
100462676	15	15q11-q21.1
100462732	5	5q14.1
100462767	1	1p22.1
100462772	1	1p13.1
100462776	14	14q21.2
100462780	4	4q21.1
100462782	3	3q26.1
100462785	X	Xq25
100462786	1	1p34.3
100462787	2	2q37.3
100462788	11	11q13.2
100462790	13	13q32.2
100462792	17	17p11.2
100462793	17	17p11.2
100462794	16	16q22.1
100462795	11	11q13.3
100462797	4	4q31.1
100462799	1	1q25.3
100462800	22	22q12.2
100462809	19	19p13.2
100462810	13	13q11
100462811	21	21q11.2
100462812	6	6p21.33
100462813	18	18p11.21
100462815	11	11q21
100462816	20	20p12.3
100462820	Y	Yq11.222
100462821	Y	Yq11.222
100462824	9	9q34.13
100462825	18	18q11.2
100462826	7	7q21.12
100462829	6	6q12
100462830	14	14q12
100462832	Y	Yq11.221
100462833	1	1q24.2
100462836	2	2q24.3
100462838	9	9q34.3
100462840	5	5q33.1
100462843	10	10p11.21
100462844	18	18q11.2
100462850	8	8p21.2
100462851	8	8q21.3
100462857	12	12q13.12
100462862	11	11p14.1
100462865	17	17q25.1
100462866	2	2p13.3
100462867	Y	Yq11.222
100462868	Y	Yq11.222
100462869	Y	Yq11.223
100462870	Y	Yq11.23
100462871	Y	Yq11.23
100462872	Y	Yq11.23
100462873	Y	Yp11.2
100462874	Y	Yq11.222
100462875	Y	Yq11.222
100462876	Y	Yq11.222
100462877	Y	Yq11.223
100462878	Y	Yq11.223
100462879	Y	Yq11.23
100462880	1	1p22.2
100462881	13	13q22.3
100462886	2	2p13.1
100462953	13	13q13.1
100462954	3	3p24.1
100462957	4	4q21.21
100462982	13	13q31.1
100462984	5	5q12.1
100462985	6	6q25.2
100462986	10	10q11.23
100462987	11	11q22.3
100462988	12	12p13.31
100462989	12	12q21.31
100462990	20	20q13.12
100463286	11	11q22.3
100463288	20	20q13.32
100463489	1	1q43
100463498	3	3q11.2
100463500	4	4q26
100463528	13	13q12.13
100498661	12	12q14.3
100499191	7	7q34
100499192	8	8q22.2
100499194	2	2q14.1
100499223	1	1q25.2
100499251	3	3q12.2
100499252	4	4p14
100499258	7	7q21.11
100499259	11	11q14.1
100499261	21	21q22.11
100499397	Y	Yq12
100499398	Y	Yq12
100499399	3	3p21.1
100499409	Y	Yq12
100499411	Y	Yq12
100499412	Y	Yq12
100499416	Y	Yq11.223
100499417	Y	Yp11.2
100499418	Y	Yp11.2
100499435	X	Xq21.1
100499437	Y	Yq12
100499438	Y	Yq12
100499442	Y	Yq12
100499443	Y	Yq12
100499457	Y	Yp11.2
100499466	17	17q24.2
100499468	Y	Yp11.2
100499469	Y	Yp11.2
100499471	X	Xq22.1
100499481	Y	Yq11.221
100499485	X	Xq21.31
100499489	10	10p12.2
100499496	X	Xq13.1
100499497	1	1p21.1
100499532	6	6p21.3
100499563	12	12q24.33
100500719	22	22q12.3
100500737	19	19p13.2
100500797	Y	Yq11.23
100500798	Y	Yq11.222
100500837	2	2q32.2
100500880	6	6q23.3
100500912	8	8p23.3
100500934	5	5q14.1
100502572	5	5q35.3
100505381	10	10p
100505383	20	20q11.21
100505475	6	6q25.2
100505477	8	8q12.1
100505483	7	7q36.1
100505498	2	2q22.3
100505506	2	2q37.1
100505524	11	11q13.2
100505557	3	3p25.2
100505621	11	11q13.2
100505642	3	3q26.33
100505690	1	1p31.1
100505694	2	2p23.2
100505704	18	18q21.33
100505711	6	6p21.1
100505728	1	1q22
100505736	2	2p23.2
100505755	2	2q14.2
100505758	14	14q11.2
100505767	7	7q11.23
100505785	1	1q23.1
100505788	1	1p22.2
100505796	5	5q14.1
100505832	1	1q32.3
100505839	10	10q24.33
100505852	21	21q11.2
100505855	9	9p24.3
100505877	3	3p24.3
100505892	20	20q13.12
100505911	2	2p21
100505912	4	4p15.2
100505915	16	16p13.11
100505919	3	3p24.2
100505929	21	21q21.1
100505933	10	10q25.1
100505942	16	16q22.1
100505945	21	21q21.1
100505953	11	11p15.5
100505970	17	17q25.3
100505982	1	1q41
100505995	7	7p21.3
100506000	16	16q22.1
100506016	13	13q34
100506020	11	11q13.4
100506022	1	1p36.22
100506023	1	1q25.1
100506039	10	10q25.3
100506050	7	7q11.21
100506055	2	2q24.2
100506058	15	15q23
100506061	4	4q32.3
100506080	9	9q34.11
100506099	12	12q13.11
100506103	9	9q12
100506119	9	9q34.11
100506133	4	4q34.1
100506157	14	14q13.2
100506169	5	5q31.1
100506188	6	6p11.2
100506205	X	Xq28
100506224	6	6q21
100506236	7	7p15.2
100506244	6	6q21
100506246	8	8q21.2
100506253	4	4q13.3
100506275	3	3p22.1
100506317	2	2p25.1
100506319	3	3p21.31
100506328	2	2q11.2
100506330	7	7q22.3
100506358	14	14q24.2
100506390	9	9p22.1
100506400	3	3q12.1
100506424	12	12p12.2
100506431	6	6p25-p24
100506436	17	17q11.2
100506472	22	22q13.1
100506473	2	2q12.2
100506504	1	1p36.33
100506514	4	4q12
100506516	7	7p14.3
100506563	2	2q13
100506569	11	11p15.1
100506571	1	1q42.13
100506574	2	2q13
100506576	14	14q24.3
100506578	12	12p11.23
100506595	11	11p15.1
100506622	13	13q12.11
100506633	8	8q22.2
100506654	X	Xp11.4
100506664	7	7q31.33
100506672	1	1q32.1
100506675	11	11p13
100506685	12	12p11.21
100506706	19	19p13.3
100506712	15	15q23
100506713	17	17p13.1
100506715	X	Xq26.2
100506721	11	11q22.3
100506723	2	2q37.2
100506730	1	1p36.13
100506747	1	1q32.1
100506753	8	8q22.3
100506769	10	10q11.23
100506775	1	1q32.1
100506776	7	7p14.1
100506787	18	18q11.2
100506811	X	Xp21.3
100506851	6	6q14.1
100506858	5	5p15.33
100506860	7	7q32.3
100506872	3	3p14.3
100506897	9	9q21.33
100506901	X	Xq22.2
100506911	12	12q14.2
100506915	1	1q43
100506922	2	2q14.3
100506925	13	13q31.1
100506938	12	12q14.2
100506939	10	10q21.1
100506946	3	3p14.2
100506953	1	1q44
100506955	X	Xq23
100506990	8	8p23.1
100507006	2	2p14
100507044	1	1p13.3
100507046	15	15q26.1
100507083	3	3q22.1
100507097	2	2q33.1
100507102	10	10q21.3
100507103	9	9q22.2
100507117	8	8q24.21
100507124	14	14q32.2
100507125	7	7q34
100507135	13	13q13.3
100507157	X	Xp11.21
100507173	6	6p22.1
100507178	1	1p34.2
100507195	12	12q15
100507205	11	11p12
100507231	11	11q12.1
100507240	13	13q14.11
100507249	8	8q24.3
100507251	3	3q29
100507267	5	5q35.1
100507299	9	9q21.12
100507336	6	6p25.2
100507346	9	9q22.32
100507354	5	5q35.1
100507357	16	16p13.3
100507361	13	13q14.2
100507379	8	8p12
100507393	7	7p11.2
100507403	8	8p11.23
100507410	17	17q25.3
100507415	9	9q22.33
100507419	16	16p13.3
100507420	8	8p11.23
100507422	8	8q11.21
100507443	2	2q33.3
100507444	6	6p21.32
100507470	10	10q23.1
100507477	6	6q24.1
100507487	4	4q28.2
100507490	1	1p33
100507507	7	7q34
100507516	8	8q11.23
100507526	16	16p12.2
100507548	11	11q25
100507549	16	16q21
100507554	2	2q35
100507561	11	11q12.1
100507586	1	1p32.3
100507599	22	22q12.1
100507606	11	11p11.12
100507617	4	4q31.1
100507634	1	1p32.3
100507648	5	5q35.3
100507670	1	1q21.3
100508120	6	6p25.3-p25.2
100509370	12	12q15
100509857	8	8q21.3
100509927	13	13q13.3
100526416	6	6q14.1
100526656	10	10q26.2
100526735	4	4q23
100526736	4	4q21.23
100526738	5	5q13.3
100526776	5	5q15
100526793	5	5q31.3
100526825	7	7p14.3
100526833	22	22q11.21
100526836	6	6p24.3
100526837	6	6p24.3
100526838	16	16q12.1
100526839	1	1q25.3
100526840	2	2q21.3
100526841	2	2q33.2
100527945	13	13q32.3
100527946	12	12p12.3
100527947	5	5q13.3
100527948	2	2q32.3
100527960	1	1p32.3
100528006	10	10p15.1
100528007	10	10q24.32
100528016	11	11q12.1
100528018	11	11q13.1
100528019	11	11q23.1
100528022	12	12q13.2
100528031	20	20p13
100528061	5	5q15
100528063	2	2p16.3
100529052	20	20p11.23
100529067	15	15q15.3
100529111	2	2p22.1
100529207	17	17q12
100529211	17	17p13.1
100529222	1	1p32
100529223	2	2p16
100529224	1	1p33-p31.1
100529230	3	3p25-p23
100529231	1	1p34-p32
100529242	1	1q41-q42
100529262	19	19q13.2
100529264	19	19q13.2
100529855	19	19p13.2
100532724	3	3q22.1
100532732	6	6p21.33
100532735	2	2p13.1
100532737	6	6p21.33
100532742	X	Xp22.2
100532746	6	6p21.32
100532749	3	3q13.2
100533107	20	20q13.33
100533111	1	1q44
100533179	2	2q37.3
100533184	10	10q24.1
100533195	10	10q26.13
100533618	X	Xp11.3
100533619	16	16q23.1
100533620	8	8q22.1
100533621	3	3q21.2
100533622	8	8q21.13
100533624	19	19p13.12
100533625	19	19p13.11
100533626	1	1p33
100533627	1	1p33
100533628	14	14q21.1
100533629	5	5q15
100533630	4	4q35.1
100533631	7	7p21.3
100533632	7	7p11.2
100533633	7	7p11.2
100533634	7	7q11.21
100533635	7	7q32.3
100533636	X	Xq22.1
100533637	22	22q11.1
100533638	19	19p12
100533640	17	17p11.2
100533641	12	12q14.1
100533642	2	2p13.1
100533643	11	11q12.3
100533644	11	11q25
100533646	20	20q13.12
100533648	7	7p11.2
100533649	7	7p11.2
100533650	7	7p11.2
100533651	7	7p11.2
100533652	7	7p11.2
100533653	17	17p11.2
100533654	12	12p13.33
100533655	6	6p22.2
100533658	9	9p21.1
100533659	12	12q13.11
100533660	8	8q11.23
100533661	7	7p12.1
100533662	18	18p11.21
100533663	3	3q27.3
100533664	2	2q31.1
100533665	6	6q21
100533666	1	1p31.1
100533667	5	5p14.1
100533668	2	2q21.1
100533669	X	Xq27.2
100533670	4	4q13.1
100533671	4	4q34.2
100533672	13	13q21.32
100533673	7	7p14.3
100533674	9	9q21.31
100533675	9	9q21.31
100533676	10	10q26.11
100533677	5	5p13.3
100533678	2	2p15
100533679	22	22q11.22
100533682	7	7q31.1
100533695	13	13q14.11
100533705	16	16p11.2
100533706	11	11p14.3
100533707	9	9q13
100533708	4	4p15.1
100533709	2	2q14.1
100533710	11	11p12
100533711	20	20p13
100533712	X	Xp22.13
100533713	13	13q21.33
100533714	7	7p12.2
100533716	X	Xq26.2
100533717	15	15q11.1
100533718	15	15q11.2
100533721	7	7q31.32
100533722	7	7q21.3
100533723	Y	Yp11.2
100533725	9	9p21.3
100533727	2	2q33.3
100533728	X	Xq13.3
100533729	X	Xq11.1
100533730	X	Xq11.1
100533731	1	1p13.2
100533732	1	1q31.1
100533733	4	4p16.3
100533734	4	4p16.3
100533735	4	4p16.3
100533736	4	4p12
100533754	3	3q21.3
100533755	3	3p25.2
100533757	12	12q12
100533787	14	14q12
100533789	17	17q12
100533790	17	17q12
100533791	17	17q21.31
100533794	10	10q23.1
100533795	10	10q23.31
100533800	11	11q24.1
100533814	7	7q35
100533842	2	2q36.3
100533843	X	Xq11.2
100533844	4	4q28.3
100533845	4	4q13.2
100533846	19	19q13.32
100533847	2	2p22.3
100533848	2	2q35
100533849	10	10q25.1
100533850	15	15q13.1
100533851	13	13q13.1
100533852	18	18p11.21
100533853	15	15q21.1
100533970	17	17p13.2
100533990	19	19q13.32
100534589	7	7p15.2
100534593	20	20q13.32
100534595	11	11q12.3
100534611	3	3q29
100534612	5	5p13.2
100568447	16	16p11.2
100616100	3	3p25.3
100616101	5	5q33.3
100616102	6	6q14.1
100616103	12	12q14.1
100616104	7	7p21.3
100616105	6	6q15
100616106	11	11p15.4
100616107	19	19q13.41
100616108	20	20p11.21
100616121	17	17q25.3
100616135	14	14q32.33
100616136	2	2p22.3
100616137	13	13q32.1
100616155	X	Xp11.21
100616162	10	10q25.3
100616197	21	21q21.1
100616198	11	11q14.1
100616199	19	19p13.2
100616200	10	10p11.1
100616232	18	18q21.2
100616240	12	12q24.11
100616257	18	18q12.2
100616276	14	14q32.33
100616279	12	12p12.3
100616296	10	10q23.2
100616297	5	5q14.2
100616320	10	10p13
100616355	19	19q13.31
100616374	14	14q32.33
100616406	17	17p13.1
100616411	10	10p14
100616412	12	12q24.12
100616419	2	2p14
100616422	14	14q32.33
100616442	4	4q32.3
100616443	7	7q34
100616444	11	11q23.3
100616445	19	19p13.3
100616446	4	4p15.2
100616461	X	Xp22.32
100616462	5	5q13.2
100616496	15	15q21.3
100616497	11	11q13.2
100629121	15	15q13.2
100630918	2	2p11.2
100630919	8	8p12
100630920	8	8p12
100631239	9	9q33.2
100631242	X	Xp11.22
100631243	2	2q12.1
100631247	2	2q21.1
100631248	14	14q11.2
100631249	15	15q11.2
100631250	15	15q11.2
100631251	18	18p11.21
100631252	21	21q11.2
100631253	17	17p11.2
100631254	15	15q25.2
100631255	15	15q26.1
100631258	11	11p15.1
100631260	7	7p14.2
100631261	3	3p25.2
100631265	15	15q11.2
100631266	15	15q11.2
100631267	15	15q11.2
100631268	15	15q13.1
100631269	8	8q21.13
100631380	18	18p11.21
100631381	21	21q11.2
100631382	9	9p13.3
10064	X	Xp11.23
100642175	5	5q31.3
100642176	Y	Yq11.23
100652740	16	16p11.2
100652743	2	2p11.2
100652758	5	5q33.1
100652768	11	11q23.3
100652770	18	18q12.1
100652781	16	16p12.2
100652792	15	15q26.1
100652794	6	6p21.31
100652796	18	18p11.32
100652801	13	13q13.3
100652813	18	18p11.21
100652831	X	Xq22.1
100652840	15	15q13.2
100652857	15	15q13.3
100652871	22	22q11.23
100652883	17	17p13.1
100652897	12	12q21.2
100652899	15	15q25.1
100652908	1	1q32.2
100652918	1	1q31.1
100652939	1	1p36.33
100652955	4	4q35.2
100652960	6	6q14.3
100652967	1	1p32.3
100652974	16	16q12.1
100652976	11	11p11.12
100652997	10	10p14
100653133	15	15q13.3
100653367	1	1p33
100653373	1	1p36.32-p35.3
100653390	19	19p13.3-p13.11
100653395	3	3q13.2
100653396	12	12q23.1
100653423	1	1q25.1
100653489	9	9p24.1
100689013	4	4q26-q28
100689073	10	10q11.22
100689074	7	7p14.1
100689213	1	1q32
100689229	3	3q13.13
100689296	2	2q11.1
100689490	2	2p22.1-p21
100736408	22	22q11.22
100736411	22	22q11.22
100736412	22	22q11.22
100750245	6	6p25.1
100750247	14	14q23.2
100750325	1	1p36.11
100775105	1	1q23.3
100775107	3	3p21.31
100820732	9	9p22.2
100820733	5	5q21.3
100820734	19	19p13.2
100820735	13	13q12.11
100820741	5	5q14.3
100846978	3	3p12.1-p11.2
100847006	22	22q11.22
100847044	1	1q21.2
100847045	9	9q22.31
100847061	X	Xp11.21
100847062	14	14q32.33
100847074	19	19q13.33
100852395	18	18p11
100852396	6	6q26-q27
100852397	15	15q23-q26
100852398	11	11p13-q14
100852402	6	6p12
100852403	12	12q13-q15
100852404	17	17q11.2
100852405	22	22q12.2
100852406	22	22q11.1
100852407	11	11p15.4
100856791	3	3q26.31
100856809	17	17p13.3
100856810	2	2p16.3
100856877	X	Xp22.2
100856878	5	5q12.1
100856881	X	Xq22.1
100859919	2	2q21.2
100859920	5	5q35.2
100859922	1	1p13.3
100859924	9	9p21.3
100859925	1	1q25.2
100859926	2	2q11.2
100859930	5	5q35.3
100861429	21	21q22.2
100861430	15	15q11.2
100861431	2	2q21.2
100861434	Y	Yq11.23
100861435	Y	Yp11.2
100861436	2	2q24.3
100861440	1	1p36.31-p36.13
100861443	19	19q13.2
100861445	19	19q13.2
100861449	6	6q15
100861453	2	2q31.2
100861455	1	1q44
100861458	1	1p32.3
100861467	3	3q24
100861469	7	7q21.13
100861470	1	1q42.12
100861476	X	Xp11.3
100861485	7	7q35
100861504	1	1q32.3
100861506	3	3q13.31
100861512	6	6p21.1
100861513	1	1p34.3
100861515	2	2p25.3
100861516	17	17p11.2
